f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,Class
9.785328529,-2.416116224,-0.223911518,-2.181329213,5.019256664,9.112073848,2.645104925,-6.228860367,0.438534298,-4.748556761,3.765190901,10.17940275,5
0.218048244,4.782910587,8.275041601,-1.924686949,1.464106029,-3.96479878,1.776600349,-9.402076584,7.326188303,-3.99954307,5.920145688,0.817204161,4
6.114604629,9.190520707,-9.161575745,4.385795925,-9.332815043,-0.216828559,-12.97643474,8.513787583,0.483890936,3.494788839,4.282564419,3.798368038,1
-6.658281303,-6.910562398,6.0888607,-6.363513795,2.99090658,-3.020669202,-3.552239857,9.328909217,-0.114170216,-7.061906344,-6.885838794,1.940969563,2
2.976000975,0.448138767,11.43565818,-3.305761111,4.210289701,-6.318735473,-0.482702687,-6.55260747,9.391242495,-5.016719458,6.697237835,0.034676955,4
0.516037186,4.799407014,5.96678773,-4.520007668,2.858140675,-6.588606343,0.928432819,-5.28455711,11.17007909,-0.990009407,2.031711606,1.425446178,4
4.055571671,5.358600913,-5.501020688,6.223482468,-3.268634533,5.564157354,3.068289174,-8.693228976,-3.783013953,1.967710856,4.6318208,-6.094266568,3
5.818609917,8.173214099,-8.07816167,0.182636008,-9.712120796,-3.782414148,-10.48460329,10.27140148,-1.980314979,8.562927971,6.164840713,5.232536541,1
-3.850807206,-5.814815843,0.811309775,-8.120876341,5.94621594,0.274040408,0.657100336,8.125123855,2.882633994,-7.319828653,-8.503310633,1.440516165,2
6.847815303,10.19215595,-10.5741937,3.839348394,-11.38624249,0.684776067,-7.122678302,8.004799861,-0.267404128,4.476227055,2.715474531,6.580778314,1
-1.341045455,-1.045048258,7.729000241,-2.628457723,4.026685742,-7.279947293,0.755221949,-6.597465728,10.66982829,-3.991042114,5.965181006,-0.765881723,4
13.13275686,-4.232325729,-4.699370094,0.341803952,4.386403581,6.590361137,0.898761679,-10.90319497,5.468933811,-3.685233514,5.934055593,8.369781355,5
2.051765538,0.180200534,8.855853838,-5.460652927,3.679099586,-6.44784854,-1.20622269,-7.076469847,9.722921002,-2.060709968,5.488084683,-1.762577875,4
7.864417616,3.003803103,9.121732091,4.948897742,7.215790684,-4.230115763,11.39732527,-9.463094442,-6.008441388,0.62528186,3.557867934,-4.534181424,0
-5.687447984,-10.63053044,0.545289291,-6.641589313,6.775184544,-1.83778679,2.018847758,8.084262412,-2.253758289,-6.623427484,-9.985862918,3.918517214,2
0.736609016,0.475855334,6.1884572,-5.710769372,4.558980387,-7.312322928,1.645618453,-10.67400386,6.455792607,-2.797226117,9.864422695,-4.992820245,4
2.444926519,0.678494578,5.425231959,-4.764490893,0.23019048,-6.708850874,-1.001839565,-3.156882209,8.559578161,-2.934961936,10.46144408,-0.186987578,4
9.557848778,0.131618124,-5.803667073,-0.375826784,4.915938383,4.836458454,0.456663918,-8.935363071,2.962985362,-4.431318548,6.7799078,6.737361536,5
-0.800484829,4.141230617,6.881144026,-2.159742189,3.594936535,-5.335849991,-1.758599165,-8.264941853,8.234944233,-1.878623835,4.938894283,-4.283977008,4
6.779033367,9.140406158,-7.062619642,1.721149907,-12.86500046,-1.618112797,-4.583512926,9.523276085,0.209662793,9.617484533,4.712610311,3.983287429,1
-3.623565486,-6.702144889,2.505695411,-8.518113745,7.77695805,-1.167097977,1.627280297,9.639697321,1.657418884,-7.319544482,-5.465958869,0.814252745,2
10.23511033,2.078992877,8.932702305,1.586650975,0.908121777,-7.835441855,8.774093423,-9.593404949,-2.019452693,-2.354306795,10.64543517,-3.108572966,0
-4.823841136,3.277636679,6.776052675,-0.60824557,-0.9629071,-6.179537492,-0.862316586,-6.124903338,9.428669571,1.255162879,7.124658877,0.609030443,4
-1.045618289,-2.526170459,-3.124010032,3.708325543,-4.358650882,7.564860699,7.284807179,-7.018740772,-6.879008976,-0.002162902,2.743367181,-4.563880719,3
-8.689974603,-7.716133342,-1.129469819,-7.386273202,3.075773759,-3.863265654,-0.455591921,10.13686022,-2.499161728,-5.716904429,-9.849206551,2.351696468,2
4.47971967,10.39969705,-6.634012372,3.681846833,-10.37712671,-5.222519042,-4.383660136,10.78923129,-1.349434494,8.692446473,8.539606781,10.18744268,1
11.48635484,-1.737832275,7.076919131,2.96025187,3.237253437,-8.696889882,10.91120467,-10.75690726,-0.957787635,-0.035426619,7.107688746,-6.721794956,0
9.861731663,2.1317864,11.17670135,7.229784458,4.28017011,-6.353359913,5.818078863,-7.611079796,-6.120295045,-1.546613511,4.878788846,-7.502923391,0
6.598264587,10.21252763,-5.483096224,3.292824603,-10.72012055,-2.113840546,-6.263048856,9.496174442,-2.642365668,8.547548126,4.123656884,6.990695394,1
9.179968281,0.56945362,9.815329759,2.981540637,3.760081924,-8.582000241,11.5878414,-12.12042538,-4.049371105,-0.594995187,9.2748649,-5.958198149,0
1.866931332,0.002787071,-1.911070806,-0.047149207,-3.226789557,3.740588279,5.885769614,-5.468481465,-2.433621678,-1.486104269,4.288188375,-6.84428217,3
9.500239797,-0.53106142,14.0611273,5.329889586,7.029568607,-7.889393055,10.06333229,-11.22624979,-2.999718085,-1.041814962,5.650805629,-6.660259364,0
5.498483024,2.561605505,11.95682783,2.38943664,4.199270321,-8.228920156,11.88944412,-12.70591051,-6.463819504,1.094688136,6.656426143,-4.65537019,0
-6.371102453,-6.53103991,4.392884457,-5.963371878,3.682085591,-1.021844607,-1.787145372,13.08928987,1.972135275,-10.45574915,-4.837439875,-2.242939164,2
-9.00405932,-6.949943859,1.875456892,-4.405694624,4.955795844,-1.606448767,-1.727704801,9.103331199,-0.034558961,-6.088727634,-9.861119437,-2.675401816,2
5.386911258,-0.357048809,-2.573599614,0.398164459,5.693312148,5.05665524,2.262726437,-11.05917483,0.86615066,-6.657352342,4.662438175,7.064248951,5
-1.075731024,-0.164012501,-2.643359209,2.410894898,-0.535817182,2.321556767,4.537312066,-7.728175711,-4.888177177,-2.052321998,0.338955209,-5.189691626,3
-5.549232492,0.191261137,4.851267614,-4.306514755,4.547231063,-3.153141092,-0.271957198,-5.74913861,6.541592731,0.906279484,5.999276086,-0.458595428,4
3.195159919,1.421258563,3.99184553,-3.991982865,1.134380211,-7.565667421,-2.840981178,-6.33341906,8.952693037,4.584230954,7.766307225,-3.463622936,4
-0.94492393,1.57843645,-0.532930816,1.491310741,-1.202533458,-1.87834622,4.18382565,-6.535150556,-1.497827633,-1.60488607,2.744908531,-8.148389123,3
6.85638289,9.580718304,-6.62876144,0.374676028,-10.8581773,-4.253954455,-7.031881425,10.17257076,1.510548372,10.4262293,7.95574002,5.822568545,1
7.452371584,-4.320277528,-5.959722514,0.770846252,7.071699786,7.313501803,1.492290404,-8.186540674,4.864602609,-3.247775572,7.017210786,7.616927713,5
9.279048387,-2.6191696,-2.552860069,0.549487439,7.313943094,5.654949673,-0.429483472,-8.801019095,1.342474188,-6.272780848,7.917970347,7.763691272,5
-7.128139009,-6.505725033,5.512296147,-8.185738748,4.399322799,-2.735606116,-1.555144118,6.993256122,-1.285456301,-6.450021655,-8.076647359,4.455036113,2
-6.344516851,-8.343736679,2.552204868,-5.496268513,8.742987509,-2.646546675,4.633744269,7.221591363,2.472540821,-7.400260717,-1.144420192,1.710123417,2
-1.418408204,5.000527502,-4.041100877,2.365478574,-4.626852796,2.592441073,5.098262378,-4.71806406,-2.759067052,0.021032339,8.422737301,-2.891527629,3
2.1806422,0.488945515,-2.624606442,4.130055294,-6.514337593,4.44098408,2.288820608,-5.962418688,-0.756361951,0.872233524,5.157586543,-5.134713462,3
-6.662551944,-10.52259079,-1.381348316,-6.90359484,4.596783378,-3.483443274,5.72055843,5.093829566,-2.022769807,-7.741509454,-8.888453525,0.769739863,2
10.27864008,1.426952241,8.203385404,4.02059253,4.745187693,-4.595843151,8.163351136,-10.18906723,-1.012231604,2.3363439,8.182111541,-5.403464099,0
7.117922226,-5.393015846,-6.598639051,2.293253555,3.491175524,7.065037824,0.107339968,-8.458119415,-2.018339885,-5.97681599,4.744458172,8.797728071,5
-0.983353329,5.425001054,-4.661867583,3.04873619,-3.538305703,2.239857383,5.71678573,-5.621873777,-1.605195503,-0.081483432,4.930989116,-8.711489546,3
5.671453517,13.48204612,-6.804368212,1.464157578,-9.801873038,-1.824399049,-7.720938706,8.055037336,-0.248629715,9.87238421,7.738363266,9.520035889,1
-3.474224978,3.83443083,-3.356352872,2.813535497,-2.170912298,3.837343822,5.938472832,-3.061616754,-4.82332808,-1.111027738,8.129123794,-3.048668434,3
1.866787016,2.008320617,6.9648791,-2.13131045,2.306171535,-8.679523003,-2.913202817,-7.1816194,7.068914137,-2.17628568,7.582062969,-5.379708562,4
13.1140491,0.214265103,-5.859048905,1.817468036,11.43315175,7.855108745,3.692675157,-10.0882341,-0.826468399,-4.943048366,4.06459789,7.321433319,5
10.01495754,-2.913764217,-1.956756684,0.983150886,7.6962141,9.729120976,3.267660996,-5.687779564,3.92428129,-2.253160275,1.078075344,8.9059557,5
8.230553257,4.896590218,10.51202295,7.042945432,3.421979315,-7.470551079,12.08573286,-8.813592457,-1.340622468,0.946125349,5.595634398,-6.873202823,0
-2.181819413,-8.196868584,-0.581595324,-6.61764749,5.586663361,-1.296423122,-1.664483337,12.32675088,-1.148208757,-9.64822757,-9.440946201,2.469468351,2
9.360959026,-2.513794816,-0.012909554,2.323206713,7.094965754,8.536238809,-2.859200512,-9.137682935,2.952060713,-4.622849661,7.391301373,6.763615529,5
-2.561408493,1.409506038,-0.320061902,-0.116530632,-0.920480503,1.174369326,4.591800049,-5.94574414,-1.08413398,-1.211433714,1.857086691,-8.411016896,3
-4.735502427,-9.483464062,5.574806421,-7.223259001,-0.859278025,2.400232871,3.478717322,10.39305064,-2.193775813,-8.015084932,-8.63688177,-0.609317022,2
10.34055557,-1.495220834,7.712640184,6.987640627,7.109494732,-9.319899533,9.786538403,-8.307924356,-2.753944033,-2.642380965,5.101669748,-7.830639621,0
-10.04783704,-9.102039467,2.689078498,-6.916118937,4.622531933,-2.555776217,-0.139788588,13.65217748,0.792988667,-10.82859363,-3.971292859,3.896547626,2
3.845261976,-2.082810141,-2.507724353,2.658240321,5.701994406,3.975191686,2.732391111,-9.156237808,-1.232119658,-8.088933916,3.636560256,7.374303519,5
-8.021790344,-11.03575643,3.187441512,-7.774027799,2.728367115,-0.785567797,2.482151699,11.37029429,-1.405604932,-6.077812958,-11.68584081,3.771905083,2
0.224991178,1.78574814,5.997089431,-3.711648121,2.555222009,-2.724815224,-1.282840507,-6.148857178,7.453732366,-1.169878471,0.883962675,2.464821938,4
-7.630421385,-6.63001694,5.19263251,-9.505518045,4.75311437,-4.348963175,-2.159320312,10.30515212,0.014235497,-9.432631084,-3.877636979,-0.268388523,2
4.527202878,1.439146578,7.691654193,-0.073931357,1.392480828,-8.652481704,-0.338343709,-5.123162539,9.0531027,-3.788032836,7.803606312,2.733465959,4
1.178916474,5.043461383,-1.372191328,1.422709745,1.353041894,1.587780407,6.485352496,-4.452320293,-5.307786297,-0.59427669,1.140174375,-6.48363523,3
